,Marca,Modelo,Precio,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes,Ciudad,CP,provincia
324,Audi,Q5,114900.0,341.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,15000.0,2022,Automático,1197.0,5.8,Negro,Negro,Tracción delantera,5.0,9.0,4.0,1332.0,Diésel,6,Terrassa,8223,Barcelona
325,Mazda,6,12490.0,150.0,Prof.,Sedán,Ocasión,4,España,12,79444.0,2015,Manual,1498.0,5.3,Rojo,Rojo,Tracción delantera,5.0,7.0,4.0,1330.0,Diésel,7,Pamplona,31009,Navarra
326,Volkswagen,T-Cross,13990.0,95.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63288.0,2020,Manual,1798.0,6.1,Rojo,Rojo,Tracción trasera,2.0,7.0,4.0,1086.0,Gasolina,10,Madrid,28021,Madrid
327,Mercedes-Benz,GLE 250,368001.0,204.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,120000.0,2018,Automático,1499.0,4.8,Blanco,Blanco polar,Tracción delantera,4.0,7.0,3.0,1115.0,Diésel,10,Calpe,3710,Alicante/Alacant
328,Peugeot,5008,24300.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,87180.0,2018,Automático,1199.0,7.8,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1202.0,Diésel,12,San sebastián de los reyes - madrid,28703,Madrid
329,Volkswagen,Tiguan,25000.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,99849.0,2017,Manual,5666.0,13.1,Blanco,Blanco,Tracción trasera,2.0,4.0,8.0,1548.0,Diésel,8,Pasaia,20110,Gipuzkoa
330,Mercedes-Benz,GLE 400,93990.0,330.0,Prof.,Coupé,Ocasión,5,España,12,20000.0,2021,Automático,1998.0,6.2,Negro,Negro,Tracción delantera,4.0,7.0,4.0,1225.0,Diésel,3,Vilagarcia de arousa,36600,Pontevedra
331,Peugeot,208,155001.0,99.0,Prof.,Sedán,Ocasión,5,España,12,44158.0,2021,Automático,1968.0,5.4,Rojo,Rojo Elixir (especial),Tracción delantera,5.0,6.0,4.0,1437.0,Gasolina,3,Oyartzun,20180,Gipuzkoa
332,Volkswagen,T-Cross,19500.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,26200.0,2022,Manual,3080.602,9.32957746478873,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1608.842741935484,Gasolina,8,Lugones,33420,Asturias
333,Volkswagen,Golf,16815.0,116.0,Prof.,Coche pequeño,Ocasión,5,España,12,88811.0,2022,Manual,1798.0,3.8,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1485.0,Diésel,3,Manises,46940,Valencia/València
334,SsangYong,REXTON,44725.0,203.0,Prof.,SUV/4x4/Pickup,KM0,5,España,60,23.0,2023,Automático,1199.0,5.1,Blanco,Blanco,Tracción delantera,7.0,6.0,3.0,1385.0,Diésel,8,San andres del rabanedo,24191,León
335,Mercedes-Benz,GLE 350,36090.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,120000.0,2016,Automático,1198.0,4.8,Otros,Otros,Tracción delantera,4.0,6.0,3.0,1120.0,Diésel,9,Pamplona,31009,Navarra
336,BMW,420,47900.0,190.0,Prof.,Coupé,Ocasión,5,España,24,12565.0,2022,Automático,2993.0,5.9,Gris,Gris,Tracción a las cuatro ruedas,5.0,8.0,6.0,2070.0,Diésel,10,Madrid,28031,Madrid
337,SEAT,Arona,12995.0,90.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,44487.0,2019,Manual,1995.0,4.3,Gris,Gris Magnetic (metalizado),Tracción delantera,5.0,7.0,4.0,1575.0,Gas licuado (GLP),7,Sevilla,41007,Sevilla
338,Kia,Sportage,22990.0,132.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,13010.0,2021,Manual,999.0,5.3,Azul,Azul,Tracción delantera,5.0,6.0,3.0,1200.0,Gasolina,7,Madrid,28021,Madrid
339,Audi,Q3,24490.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,55661.0,2018,Automático,1300.0,14.9,Negro,Negro,Tracción trasera,2.0,5.0,4.0,1657.0,Diésel,6,Madrid,28002,Madrid
340,Mercedes-Benz,GLC 220,45500.0,194.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,51000.0,2020,Automático,1968.0,6.1,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1425.0,Diésel,1,Alzira,46600,Valencia/València
341,Volkswagen,Golf,7990.0,140.0,Prof.,Coche pequeño,Ocasión,5,España,12,223000.0,2010,Automático,1497.0,4.3,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1300.0,Diésel,4,Las rozas,28232,Madrid
342,Cupra,Formentor,355001.0,310.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,20395.0,2021,Automático,3982.0,16.7,Gris,Gris,Tracción a las cuatro ruedas,5.0,9.0,8.0,2245.0,Gasolina,4,Pontevedra,36156,Pontevedra
343,Mercedes-Benz,GLA 220,279901.0,177.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,52129.0,2018,Automático,1498.0,7.5,Negro,Negro Cosmos (metalizado),Tracción delantera,5.0,6.0,4.0,1510.0,Diésel,9,Madrid,28022,Madrid
344,Porsche,Cayenne,76900.0,441.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,38820.0,2018,Automático,2143.0,4.6,Blanco,Blanco,Tracción trasera,4.0,9.0,4.0,1745.0,Gasolina,10,Hospitalet de llobregat,8908,Barcelona
345,Land Rover,Range Rover Evoque,329001.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,27441.0,2020,Automático,1199.0,4.6,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1270.0,Diésel,3,Malaga,29004,Málaga
346,DS Automobiles,DS 4,30990.0,131.0,Prof.,Coche pequeño,KM0,5,España,24,2.0,2023,Automático,1499.0,3.7,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1205.0,Diésel,7,San sebastian de los reyes,28100,Madrid
347,BMW,X5,122500.0,298.0,Prof.,SUV/4x4/Pickup,KM0,5,España,36,10.0,2023,Automático,1598.0,5.7,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1505.0,Diésel,10,La pobla de mafumet,43140,Tarragona
348,DS Automobiles,DS 7 Crossback,24680.0,177.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63275.0,2018,Automático,1598.0,6.7,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1425.0,Diésel,7,Basauri,48970,Bizkaia
349,Audi,A3,14990.0,140.0,Prof.,Coche pequeño,Ocasión,5,España,12,122000.0,2012,Automático,2995.0,3.6,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,8.0,6.0,2619.0,Diésel,2,Arroyomolinos,28939,Madrid
350,Mercedes-Benz,S 350,37700.0,258.0,Prof.,Sedán,Ocasión,4,España,12,56330.0,2019,Automático,1998.0,5.4,Negro,Negro kabara metalizado,Tracción delantera,4.0,7.0,4.0,1175.0,Diésel,10,San gines,30169,Murcia
351,Mercedes-Benz,B 180,25500.0,116.0,Prof.,Monovolumen,Ocasión,5,España,24,24845.0,2021,Automático,1499.0,5.5,Azul,Azul,Tracción delantera,5.0,6.0,3.0,1365.0,Diésel,12,Sabadell,8206,Barcelona
352,Audi,A5,14850.0,143.0,Prof.,Sedán,Ocasión,5,España,12,220000.0,2012,Manual,1597.0,4.3,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1355.0,Diésel,6,Mataro,8302,Barcelona
353,Jaguar,XE,33900.0,340.0,Prof.,Sedán,Ocasión,4,España,12,158226.0,2016,Automático,2979.0,11.6,Azul,AZUL OSCURO,Tracción a las cuatro ruedas,5.0,8.0,6.0,2109.0,Gasolina,9,Alcorcon,28922,Madrid
354,Mercedes-Benz,A 200,27800.0,150.0,Prof.,Coche pequeño,Ocasión,5,España,12,86000.0,2019,Automático,2992.0,6.4,Negro,Negro,Tracción trasera,2.0,8.0,6.0,1470.0,Diésel,9,Calpe,3710,Alicante/Alacant
355,SEAT,Ibiza,130901.0,110.0,Prof.,Coche pequeño,Ocasión,5,España,12,40816.0,2022,Manual,5998.0,16.6,Otros,Otros,Tracción a las cuatro ruedas,4.0,6.0,12.0,2425.0,Gasolina,1,Oviedo,33010,Asturias
356,Kia,Stonic,15900.0,101.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,72,37434.0,2021,Manual,6592.0,14.2,Amarillo,Amarillo,Tracción trasera,4.0,8.0,12.0,2135.0,Gasolina,5,Leganés,28914,Madrid
357,Mercedes-Benz,CLS 350,15190.0,265.0,Prof.,Sedán,Ocasión,4,España,12,205000.0,2011,Automático,1998.0,6.9,Otros,Otros,Tracción a las cuatro ruedas,5.0,6.0,4.0,1450.0,Diésel,1,Bilbao,48960,Bizkaia
358,Peugeot,5008,24590.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,25163.0,2022,Automático,1598.0,6.9,Marrón,Marrón,Tracción delantera,5.0,5.0,4.0,1230.0,Gasolina,2,Madrid,28021,Madrid
359,Toyota,Aygo,93001.0,69.0,Prof.,Coche pequeño,Ocasión,5,España,12,84061.0,2018,Automático,2993.0,6.1,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,8.0,6.0,2110.0,Gasolina,4,Malaga,29004,Málaga
360,Mercedes-Benz,V 300,51716.0,237.0,Prof.,Familiar,Ocasión,5,España,12,51650.0,2021,Automático,1995.0,4.8,Gris,Gris,Tracción a las cuatro ruedas,5.0,6.0,4.0,1405.0,Diésel,3,Meliana,46133,Valencia/València
361,Peugeot,208,197001.0,102.0,Prof.,Coche pequeño,KM0,5,España,12,5.0,2023,Manual,1968.0,5.4,Negro,Negro Perla Nera (metalizado),Tracción delantera,5.0,6.0,4.0,1437.0,Diésel,3,Burgos,9007,Burgos
362,Mercedes-Benz,V,40680.0,163.0,Prof.,Monovolumen,Ocasión,4,España,12,53113.0,2019,Automático,1496.0,4.1,Marrón,Marrón,Tracción delantera,5.0,6.0,3.0,1385.0,Diésel,3,Madrid,28050,Madrid
363,Land Rover,Range Rover Evoque,19900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,71567.0,2015,Manual,1398.0,5.1,Amarillo,Dorado,Tracción delantera,5.0,5.0,4.0,1163.0,Diésel,3,Rivas-vaciamadrid,28522,Madrid
364,HUMMER,H2,47500.0,315.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,94000.0,2005,Automático,1987.0,4.1,Negro,Negro,Tracción delantera,5.0,8.0,4.0,1615.0,Gasolina,7,Lugo,27003,Lugo
365,Mercedes-Benz,B 250,37900.0,163.0,Prof.,Sedán,Ocasión,5,España,24,18533.0,2021,Automático,1998.0,5.1,Blanco digital metalizado,Blanco digital metalizado,Tracción delantera,5.0,7.0,3.0,1360.0,Gasolina,5,Cordoba,14029,Córdoba
366,Kia,Sportage,384901.0,269.0,Prof.,SUV/4x4/Pickup,Demostración,5,España,72,528.0,2022,Automático,2993.0,7.2,Blanco,Blanco,Tracción delantera,4.0,6.0,6.0,1493.0,Otros,11,Granollers,8403,Barcelona
367,Volkswagen,Golf GTI,25990.0,245.0,Prof.,Coche pequeño,Ocasión,5,España,12,39000.0,2019,Automático,4367.0,8.4,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,8.0,8.0,2360.0,Gasolina,12,Murcia,3007,Alicante/Alacant
368,Mercedes-Benz,CLA 180,25790.0,136.0,Prof.,Coupé,Ocasión,4,España,12,37538.0,2020,Manual,1995.0,5.6,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1335.0,Gasolina,6,Bilbao,48960,Bizkaia
369,Mercedes-Benz,GLE 63 AMG,62900.0,585.0,Prof.,Coupé,Ocasión,5,España,12,112519.0,2015,Automático,1598.0,5.4,Blanco,BLANCO DIAMANTE METALIZADO,Tracción delantera,4.0,6.0,4.0,1075.0,Gasolina,12,Quart de poblet,46930,Valencia/València
370,Kia,Sportage,24750.0,152.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,72,14558.0,2022,Manual,1598.0,6.1,BLUE FLAME,BLUE FLAME,Tracción delantera,5.0,4.0,4.0,1336.0,Gasolina,6,Sabadell,8201,Barcelona
371,BMW,Z4 M,47999.0,190.0,Prof.,Cabrio,Ocasión,2,España,12,32000.0,2021,Automático,2993.0,9.2,Negro,Saphirschwarz,Tracción a las cuatro ruedas,5.0,6.0,6.0,2535.0,Diésel,6,Bellreguard,46713,Valencia/València
372,Mitsubishi,Montero,22752.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,93949.0,2016,Manual,1997.0,5.2,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1702.0,Diésel,1,Madrid,28649,Madrid
373,Mercedes-Benz,GLC 200,40455.0,197.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,74823.0,2021,Automático,4500.0,6.5,AZUL,AZUL,Tracción trasera,5.0,6.0,8.0,2515.0,Otros,2,San salvador de muxa,27192,Lugo
374,BMW,X1,17900.0,116.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,137795.0,2020,Manual,3498.0,4.7,Gris,Gris,Tracción delantera,5.0,7.0,4.0,1522.0,Diésel,1,Santa fe,18320,Granada
375,Land Rover,Range Rover Evoque,27450.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,38763.0,2018,Automático,1399.0,4.8,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1320.0,Diésel,1,Madrid,28045,Madrid
376,Land Rover,Range Rover Sport,26890.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,149658.0,2013,Automático,1200.0,6.2,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1807.0,Diésel,12,Barcelona,8028,Barcelona
377,BMW,X4,21690.0,190.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,164078.0,2017,Automático,1199.0,6.1,Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1355.0,Diésel,4,Pamplona,31009,Navarra
378,Mercedes-Benz,GLC 200,40436.0,163.0,Prof.,Coupé,Ocasión,5,España,12,55388.0,2020,Automático,1995.0,4.2,Blanco,Blanco,Tracción trasera,5.0,8.0,4.0,1455.0,Diésel,1,Málaga,29004,Málaga
379,Opel,Insignia,13690.0,136.0,Prof.,Familiar,Ocasión,5,España,12,98000.0,2019,Manual,1598.0,3.9,Azul,AZUL MARINO OSCURO,Tracción delantera,5.0,6.0,4.0,1320.0,Diésel,5,Zamora,49024,Zamora
380,BMW,M6,42900.0,560.0,Prof.,Coupé,Ocasión,4,España,12,165000.0,2013,Automático,1499.0,4.1,Blanco,Azul,Tracción delantera,5.0,6.0,4.0,1585.0,Gasolina,5,Vigo,36207,Pontevedra
381,BMW,X1,25890.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,65633.0,2020,Automático,1997.0,7.5,Azul,Azul,Tracción delantera,5.0,7.0,4.0,1378.0,Diésel,7,Madrid,28021,Madrid
382,Volkswagen,Golf GTI,35900.0,290.0,Prof.,Coche pequeño,Ocasión,5,España,12,54900.0,2019,Automático,2100.0,5.7,Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,4.0,1745.0,Gasolina,6,Massanassa/masanasa,46470,Valencia/València
383,BMW,X1,19400.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,94400.0,2017,Automático,1950.0,4.1,Negro,Negro,Tracción delantera,5.0,8.0,4.0,1560.0,Diésel,3,Arroyomolinos,28939,Madrid
384,Renault,Captur,11360.0,90.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,119868.0,2018,Manual,1598.0,3.7,Rojo,Rojo,Tracción delantera,5.0,7.0,4.0,1320.0,Diésel,9,Madrid,28914,Madrid
385,Lexus,IS 220d,7499.0,177.0,Prof.,Sedán,Ocasión,4,España,12,208000.0,2009,Manual,1597.0,5.9,Burdeos,Burdeos,Tracción a las cuatro ruedas,5.0,6.0,4.0,1490.0,Diésel,12,Utebo,50180,Zaragoza
386,Audi,A8,509001.0,286.0,Prof.,Sedán,Ocasión,4,España,12,70467.0,2019,Automático,1500.0,5.2,Negro,Negro,Tracción delantera,5.0,5.0,3.0,1192.0,Diésel,6,Pontevedra,36156,Pontevedra
387,Mercedes-Benz,C 200,39909.0,204.0,Prof.,Sedán,Ocasión,4,España,24,17479.0,2022,Automático,2992.0,6.4,AZUL ESPECTRAL,AZUL ESPECTRAL,Tracción trasera,2.0,8.0,6.0,1470.0,Otros,3,Jerez,11408,Cádiz
388,Ford,Mondeo,21800.0,193.0,Prof.,Sedán,Ocasión,5,España,12,80000.0,2019,Automático,1248.0,5.2,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1347.0,Diésel,4,Humanes de madrid,28970,Madrid
389,Mercedes-Benz,C 200,9650.0,136.0,Prof.,Sedán,Ocasión,4,España,12,193215.0,2011,Manual,4499.0,13.7,Negro,Negro,Tracción trasera,2.0,7.0,8.0,1380.0,Diésel,1,Gijón,33392,Asturias
390,BMW,X5,49900.0,265.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,158816.0,2020,Automático,1399.0,7.1,Negro,Carbonschwarz,Tracción delantera,5.0,5.0,4.0,1170.0,Diésel,6,Benicarlo,12580,Castellón/Castelló
391,Skoda,Kodiaq,39400.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,30000.0,2022,Automático,1597.0,4.1,Negro,Negro Mágico Efecto Perla,Tracción delantera,5.0,6.0,4.0,1324.0,Diésel,7,Oyartzun,20180,Gipuzkoa
392,Audi,A6 allroad,30990.0,272.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,110000.0,2015,Automático,1498.0,5.3,Negro,Negro,Tracción delantera,5.0,7.0,4.0,1350.0,Diésel,7,Madrid,28037,Madrid
393,Kia,XCeed,157501.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,48,55566.0,2021,Manual,1461.0,3.9,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1290.0,Gasolina,5,Granollers,8403,Barcelona
394,Volkswagen,T-Roc,22870.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,28919.0,2020,Manual,5935.0,18.8,Negro,Negro,Tracción trasera,4.0,5.0,12.0,1995.0,Gasolina,6,Sant adrià de besòs,8903,Barcelona
395,Volkswagen,Golf,41900.0,300.0,Prof.,Coche pequeño,Ocasión,5,España,12,27250.0,2021,Automático,1995.0,4.2,Negro,Negro,Tracción trasera,5.0,6.0,4.0,1520.0,Gasolina,3,Terrassa,8223,Barcelona
396,Volkswagen,Tiguan,209901.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,70411.0,2021,Manual,1998.0,5.4,Granate,Granate,Tracción delantera,5.0,6.0,4.0,1427.0,Gasolina,1,Oviedo,33010,Asturias
397,Mercedes-Benz,CLA 200,32900.0,150.0,Prof.,Coupé,Ocasión,4,España,12,32000.0,2020,Automático,5999.0,21.3,Amarillo,Amarillo,Tracción trasera,2.0,6.0,12.0,1580.0,Diésel,9,Coria del rio,41100,Sevilla
398,BMW,X1,22900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,106344.0,2020,Manual,1000.0,3.5,Negro,Negro,Tracción delantera,5.0,7.0,3.0,1151.0,Diésel,1,Ubeda,23400,Jaén
399,Mercedes-Benz,A 180,26190.0,109.0,Prof.,Coche pequeño,Ocasión,5,España,12,63702.0,2021,Automático,1800.0,3.8,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1485.0,Diésel,4,Madrid,28021,Madrid
400,BMW,430,65900.0,245.0,Prof.,Cabrio,Ocasión,2,España,24,13710.0,2022,Automático,1995.0,5.1,Verde,Sanremo Green metalizada,Tracción a las cuatro ruedas,5.0,8.0,4.0,1760.0,Gasolina,5,Vigo,26213,La Rioja
401,Peugeot,5008,25450.0,131.0,Prof.,Monovolumen,Ocasión,5,España,12,23698.0,2022,Manual,1598.0,6.2,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1200.0,Gasolina,5,Mahón - menorca,7714,Illes Balears
402,Audi,A1,19000.0,116.0,Prof.,Coche pequeño,Ocasión,5,España,12,58597.0,2019,Automático,999.0,4.3,Blanco,Blanco,Tracción delantera,5.0,5.0,3.0,1110.0,Gasolina,8,Madrid,28042,Madrid
403,Mercedes-Benz,C 220,510001.0,200.0,Prof.,Sedán,Ocasión,4,España,24,21900.0,2022,Automático,3902.0,11.4,Negro,Negro Obsidiana.,Tracción trasera,2.0,7.0,8.0,1470.0,Diésel,2,Burgos,9007,Burgos
404,Toyota,RAV 4,37900.0,218.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,48,9343.0,2022,Automático,1997.0,5.7,Gris,Gris Grafito,Tracción delantera,5.0,6.0,4.0,1688.0,Otros,11,Majadahonda,28222,Madrid
405,BMW,X1,15900.0,184.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,161000.0,2014,Manual,1685.0,4.6,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1425.0,Diésel,4,Mostoles,28936,Madrid
406,Renault,Megane E-Tech,31500.0,131.0,Prof.,Coche pequeño,Demostración,5,España,36,950.0,2023,Automático,1595.0,5.5,Blanco,Blanco,Tracción delantera,5.0,7.0,4.0,1430.0,Eléctrico,5,Castellón,12004,Castellón/Castelló
407,Audi,A3,9990.0,150.0,Prof.,Coche pequeño,Ocasión,5,España,12,200000.0,2013,Manual,999.0,5.1,Blanco,Blanco,Tracción delantera,5.0,5.0,3.0,1214.0,Diésel,3,Valencia,46017,Valencia/València
408,Kia,XCeed,15990.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,41723.0,2022,Manual,1300.0,5.4,Rojo,Rojo,Tracción delantera,5.0,6.0,4.0,1381.0,Gasolina,3,Madrid,28021,Madrid
409,Volkswagen,Tiguan,24890.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,53187.0,2019,Automático,1500.0,5.3,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1470.0,Gasolina,1,Malaga,29001,Málaga
410,Peugeot,3008,200901.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,43700.0,2020,Manual,1461.0,6.6,Otros,Otros,Tracción delantera,5.0,6.0,4.0,1395.0,Diésel,12,Oviedo,33010,Asturias
411,Volkswagen,Golf,24390.0,131.0,Prof.,Coche pequeño,Ocasión,5,España,12,13059.0,2022,Manual,1968.0,4.7,Gris,Gris,Tracción delantera,5.0,7.0,4.0,1560.0,Gasolina,10,Madrid,28021,Madrid
412,Peugeot,3008,19590.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,57377.0,2022,Manual,1498.0,5.5,Gris,Gris,Tracción delantera,5.0,7.0,4.0,1463.0,Diésel,3,Madrid,28021,Madrid
413,Tesla,Model S,79990.0,670.0,Prof.,Sedán,Ocasión,5,España,12,19865.0,2023,Automático,1332.0,6.3,Gris,Gris,Tracción delantera,5.0,7.0,4.0,1503.0,Eléctrico,5,Madrid,28046,Madrid
414,BMW,X2,23890.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,56725.0,2019,Manual,1995.0,5.4,Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,4.0,1740.0,Diésel,9,Madrid,28021,Madrid
415,Mercedes-Benz,GLK 220,18500.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,160000.0,2014,Automático,1198.0,4.8,Blanco,Blanco,Tracción delantera,4.0,6.0,3.0,1120.0,Diésel,8,Mejorada del campo,28840,Madrid
416,Mercedes-Benz,C 220,45900.0,200.0,Prof.,Sedán,Ocasión,4,España,24,14100.0,2022,Automático,1598.0,7.1,Azul,AZUL ESPECTRAL,Tracción delantera,2.0,6.0,4.0,1200.0,Diésel,11,Macarena,18200,Granada
417,Mitsubishi,Eclipse Cross,28900.0,188.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,16950.0,2022,Automático,1560.0,4.1,Negro,Negro Amethyst (Perlado),Tracción delantera,5.0,6.0,4.0,1320.0,Otros,1,San andres del rabanedo,24010,León
418,Peugeot,3008,30300.0,224.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,34698.0,2020,Automático,1498.0,5.5,Blanco,Blanco,Tracción delantera,5.0,7.0,4.0,1463.0,Otros,9,Las rozas,28232,Madrid
419,Toyota,RAV 4,25890.0,222.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,97714.0,2020,Automático,3405.0,19.3,Blanco,Blanco,Tracción trasera,2.0,5.0,8.0,1505.0,Otros,7,Barcelona,8040,Barcelona
420,DS Automobiles,DS 3 Crossback,21800.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,27703.0,2019,Automático,1499.0,4.1,Blanco,Blanco,Tracción delantera,5.0,8.0,4.0,1428.0,Gasolina,7,Fornells de la selva,17458,Girona
421,Toyota,Corolla,6500.0,177.0,Prof.,Coche pequeño,Ocasión,5,España,12,159900.0,2007,Manual,1499.0,4.6,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1228.0,Diésel,2,Badajoz,6420,Badajoz
422,Volvo,XC40,42950.0,408.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,18,10000.0,2022,Automático,1968.0,5.4,Beige,Beige,Tracción delantera,5.0,6.0,4.0,1437.0,Eléctrico,4,San cugat del valles,8173,Barcelona
423,Volkswagen,Tiguan,25890.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,74435.0,2019,Manual,1686.0,5.3,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1470.0,Diésel,4,Malaga,29004,Málaga
424,Volkswagen,Tiguan,22890.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,148687.0,2020,Automático,3982.0,10.5,Blanco,Blanco,Tracción trasera,2.0,8.0,8.0,1630.0,Diésel,6,Madrid,28021,Madrid
425,Volkswagen,T-Roc,25990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,13170.0,2022,Manual,3982.0,16.5,Negro,Negro,Tracción a las cuatro ruedas,5.0,9.0,8.0,2245.0,Gasolina,2,Huesca,22006,Huesca
426,Kia,Sportage,15475.0,141.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,174953.0,2018,Automático,1461.0,3.3,Rojo,Rojo,Tracción delantera,5.0,5.0,4.0,1071.0,Diésel,6,Parla,28983,Madrid
427,Volkswagen,Golf,179001.0,136.0,Prof.,Coche pequeño,Ocasión,5,España,12,34500.0,2018,Automático,1368.0,6.6,Blanco,BLANCO PERLADO METALIZADO,Tracción delantera,4.0,5.0,4.0,1045.0,Eléctrico,5,Rozas de puerto real,28649,Madrid
428,Peugeot,5008,28000.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,14379.0,2022,Automático,1199.0,5.5,Azul,Azul,Tracción delantera,7.0,5.0,4.0,1205.0,Diésel,5,Riba-roja de túria,46190,Valencia/València
429,SEAT,Arona,14290.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,57720.0,2021,Manual,1998.0,6.3,Azul,Azul,Tracción delantera,5.0,6.0,4.0,1510.0,Gasolina,9,Madrid,28021,Madrid
430,BMW,X5,50500.0,265.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,117973.0,2019,Automático,1998.0,6.2,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1539.0,Diésel,10,Ubeda,23400,Jaén
